記録対戦数,記録段位,記録点数,和了率,放銃率,ツモ率,ダマ率,流局率,流局聴牌率,副露率,立直率,和了巡数,平均和了,平均放銃,平均順位,飛び率,立直和了,立直放銃A,立直放銃B,立直収支,立直収入,立直支出,先制率,追っかけ率,追っかけられ率,立直巡目,立直流局,一発率,振聴率,立直多面,立直良形,最高段位,最高点数,最大連荘,裏ドラ率,痛い親かぶり率,痛い親かぶり平均,放銃時立直率,放銃時副露率,副露後放銃率,副露後和了率,副露後流局率,打点効率,銃点損失,調整打点効率,局収支,総計局数,和了時立直率,和了時副露率,和了時ダマ率
764,傑3,847/2000,0.1978,0.1606,0.33049999999999996,0.08789999999999999,0.1144,0.5257000000000001,0.2878,0.2053,12.530,7745,5862,2.539,0.09029999999999999,0.521,0.1274,0.0898,3492,8891,7695,0.7662,0.23379999999999998,0.1975,9.903,0.114,0.1968,0.0076,0.7535,0.44079999999999997,豪1,1668/2800,5,0.3081,0.10060000000000001,10678,0.1629,0.316,0.17629999999999998,0.2553,0.1195,1532,941,591,-33,7648,0.5407548028311426,0.3714627906976744,0.08789999999999999
239,豪1,1135/2800,0.24050000000000002,0.126,0.2696,0.0717,0.1005,0.47759999999999997,0.38280000000000003,0.1875,11.894,6293,5874,2.368,0.06280000000000001,0.5186,0.12689999999999999,0.09630000000000001,3030,7857,6750,0.8184,0.1816,0.221,9.484,0.1072,0.2532,0.0175,0.7265,0.43979999999999997,豪1,1533/2800,7,0.3122,0.10310000000000001,10050,0.1889,0.4039,0.1329,0.32899999999999996,0.1093,1513,740,773,146,2437,0.40431392931392923,0.5236640332640332,0.0717
2291,傑3,1108/2000,0.2125,0.16899999999999998,0.32689999999999997,0.045,0.1048,0.5623,0.3054,0.2314,12.508,7205,5994,2.565,0.1104,0.49729999999999996,0.1373,0.1015,3088,8612,7438,0.7601,0.23989999999999997,0.1973,9.844,0.1144,0.2407,0.0017000000000000001,0.7155,0.40590000000000004,傑3,1561/2000,6,0.32439999999999997,0.09699999999999999,10616,0.188,0.31379999999999997,0.1736,0.2875,0.11349999999999999,1531,1013,518,-81,22819,0.5415304470588236,0.41318823529411763,0.045
910,傑3,1096/2000,0.23870000000000002,0.15460000000000002,0.29359999999999997,0.061399999999999996,0.1003,0.49729999999999996,0.4364,0.1777,12.377,6572,5819,2.447,0.0901,0.5092,0.1308,0.0917,3249,8482,6834,0.7537,0.2463,0.20350000000000001,9.921,0.1112,0.2245,0.0128,0.7298,0.46759999999999996,豪2,2329/3200,5,0.3265,0.09539999999999998,11091,0.15039999999999998,0.4476,0.1586,0.3059,0.1041,1569,900,669,82,9204,0.37907348135735225,0.5592574780058651,0.061399999999999996
325,傑3,1613/2000,0.22260000000000002,0.12539999999999998,0.3143,0.1388,0.1127,0.4409,0.2635,0.18109999999999998,12.197,6849,5629,2.357,0.0462,0.5669,0.11710000000000001,0.0953,3865,8543,7546,0.8194,0.18059999999999998,0.2057,9.412,0.1288,0.20350000000000001,0.0033,0.8125,0.5508,豪1,2586/2800,4,0.3156,0.1014,10203,0.1691,0.2657,0.1264,0.3379,0.10800000000000001,1524,706,819,225,3302,0.4612110961365677,0.3999849505840071,0.1388
141,傑1,516/1200,0.2183,0.1868,0.259,0.029500000000000002,0.1045,0.5136999999999999,0.5161,0.1582,12.721,6581,6253,2.638,0.19149999999999998,0.5023,0.1448,0.1041,3430,8910,6281,0.7014,0.2986,0.17190000000000003,9.753,0.13570000000000002,0.19820000000000002,0.0045000000000000005,0.6787000000000001,0.4118,傑2,926/1400,5,0.4324,0.1267,11914,0.1226,0.5172,0.18719999999999998,0.2566,0.0818,1437,1168,269,-325,1397,0.36401218506642236,0.6066480073293633,0.029500000000000002
191,傑3,829/2000,0.2429,0.1564,0.33049999999999996,0.0554,0.0875,0.5917,0.4764,0.17920000000000003,12.316,5743,5721,2.503,0.09949999999999999,0.5376,0.1069,0.0925,3007,7365,7332,0.8208,0.17920000000000003,0.25429999999999997,9.141,0.1069,0.1989,0.0058,0.7254,0.4422,傑3,1130/2000,4,0.2688,0.1189,10091,0.1225,0.5464,0.1793,0.2793,0.0935,1395,895,500,-64,1931,0.3966155619596542,0.5477913544668588,0.0554
611,傑3,1609/2000,0.2273,0.18100000000000002,0.306,0.0438,0.0897,0.6485,0.4841,0.1932,12.597,7115,6165,2.535,0.12269999999999999,0.5114,0.131,0.09210000000000002,3286,8627,7456,0.7556999999999999,0.2443,0.19699999999999998,9.631,0.1158,0.2182,0.0101,0.7184999999999999,0.4294,傑3,1808/2000,5,0.2893,0.10210000000000001,11066,0.1399,0.5027,0.18789999999999998,0.24489999999999998,0.0931,1617,1116,502,-52,6123,0.434678750549934,0.5215842058952925,0.0438
336,豪2,823/3200,0.2304,0.14980000000000002,0.3075,0.17629999999999998,0.1063,0.4661,0.3344,0.1408,12.182,5678,5635,2.548,0.0863,0.5174,0.135,0.1084,2934,7626,6318,0.7914,0.2086,0.19219999999999998,9.071,0.10220000000000001,0.19760000000000003,0.0102,0.8281999999999999,0.5868,豪2,3077/3200,5,0.3004,0.1106,10506,0.12689999999999999,0.33270000000000005,0.149,0.3497,0.0922,1308,844,464,-140,3472,0.3161888888888889,0.5075506944444443,0.17629999999999998
1135,傑3,599/2000,0.2152,0.1705,0.3329,0.042300000000000004,0.09759999999999999,0.5183,0.3628,0.214,12.542,7222,6122,2.540,0.11720000000000001,0.49689999999999995,0.1417,0.09880000000000001,2815,7977,6900,0.7845,0.2155,0.1972,10.128,0.1155,0.2257,0.0083,0.7478,0.4313,傑3,1622/2000,5,0.3674,0.1003,10607,0.1779,0.371,0.1744,0.275,0.0944,1554,1044,510,-90,11208,0.4941291821561338,0.46361524163568774,0.042300000000000004
885,豪1,1743/2800,0.2193,0.14859999999999998,0.3379,0.08380000000000001,0.1032,0.5172,0.44780000000000003,0.16210000000000002,12.678,6912,5810,2.488,0.0723,0.5212,0.13390000000000002,0.1052,3070,7871,6359,0.8134999999999999,0.1865,0.20829999999999999,9.561,0.10310000000000001,0.2018,0.0096,0.7486,0.4515,豪1,2572/2800,6,0.33159999999999995,0.10640000000000001,10191,0.1461,0.4568,0.1516,0.25989999999999996,0.10980000000000001,1516,863,652,56,9030,0.38525544915640675,0.5307032375740994,0.08380000000000001
223,傑2,911/1400,0.1954,0.1419,0.3318,0.0974,0.12380000000000001,0.4249,0.32409999999999994,0.185,12.313,6891,5688,2.592,0.0942,0.5196000000000001,0.1373,0.1176,3237,8337,6650,0.7917000000000001,0.20829999999999999,0.2108,9.272,0.098,0.1745,0.0049,0.6593000000000001,0.4583,傑2,1389/1400,4,0.33020000000000005,0.0911,10346,0.1789,0.33549999999999996,0.1469,0.24760000000000001,0.1329,1346,807,539,-168,2206,0.4919447287615149,0.4106814738996929,0.0974
440,傑2,489/1400,0.198,0.1501,0.3232,0.09720000000000001,0.1036,0.4903,0.223,0.2224,12.277,6840,5338,2.575,0.0955,0.499,0.1439,0.11470000000000001,3002,8279,6663,0.7958,0.20420000000000002,0.2193,9.709,0.10460000000000001,0.1996,0.008,0.8078,0.47590000000000005,傑2,1336/1400,5,0.32659999999999995,0.0895,11170,0.21309999999999998,0.2683,0.1805,0.3039,0.1033,1354,801,553,-109,4470,0.5604929292929293,0.34227121212121214,0.09720000000000001
535,傑2,598/1400,0.23879999999999998,0.1862,0.2954,0.034,0.0889,0.7176,0.3746,0.2379,12.452,6670,5967,2.559,0.1215,0.483,0.1324,0.0975,2702,7954,7244,0.7518,0.2482,0.2094,9.730,0.1253,0.2217,0.0070999999999999995,0.6709,0.3481,傑3,1928/2000,4,0.2808,0.11410000000000001,10877,0.16920000000000002,0.3688,0.1833,0.30920000000000003,0.1027,1593,1111,482,-108,5301,0.481179648241206,0.4850348408710218,0.034
137,傑2,901/1400,0.2368,0.17739999999999997,0.3197,0.06269999999999999,0.08310000000000001,0.5804,0.4232,0.1782,12.252,7755,6138,2.401,0.1241,0.575,0.1208,0.0917,3846,8527,7576,0.725,0.275,0.15,9.770,0.0875,0.2101,0.0125,0.775,0.4667,豪1,1843/2800,6,0.3406,0.0842,10452,0.1213,0.4393,0.18420000000000003,0.2825,0.10880000000000001,1837,1089,748,193,1347,0.43270692567567565,0.5048733108108108,0.06269999999999999
210,豪1,1771/2800,0.251,0.1578,0.3172,0.0406,0.08349999999999999,0.6336999999999999,0.3699,0.2335,12.338,6386,6086,2.452,0.1143,0.5135000000000001,0.1331,0.0915,2938,8230,8320,0.7505,0.2495,0.2121,9.598,0.106,0.247,0.0083,0.7123,0.4203,豪1,1771/2800,5,0.3482,0.10640000000000001,11071,0.19690000000000002,0.3477,0.1483,0.3268,0.0892,1603,960,643,85,2060,0.4776982071713149,0.4816068525896415,0.0406
300,傑1,987/1200,0.2152,0.1741,0.3433,0.048600000000000004,0.0931,0.6304,0.3259,0.23550000000000001,12.621,7089,6130,2.580,0.1233,0.48710000000000003,0.13470000000000001,0.0931,2974,8347,6654,0.7807999999999999,0.2192,0.2321,10.036,0.1117,0.16469999999999999,0.0158,0.6890999999999999,0.3911,傑3,1095/2000,5,0.3176,0.1189,10908,0.1822,0.345,0.1843,0.2764,0.1294,1526,1067,459,-155,2964,0.533048559479554,0.4185815985130112,0.048600000000000004
3345,士3,500/1000,0.21969999999999998,0.1405,0.3105,0.1375,0.10490000000000001,0.5196000000000001,0.33840000000000003,0.1791,12.504,6925,5761,2.417,0.0694,0.523,0.1231,0.09449999999999999,3049,7767,6947,0.8356999999999999,0.1643,0.2147,9.746,0.11720000000000001,0.21739999999999998,0.012199999999999999,0.7451000000000001,0.44549999999999995,豪2,2044/3200,5,0.32630000000000003,0.0962,10530,0.157,0.3846,0.1597,0.28309999999999996,0.1059,1521,810,712,116,33728,0.4263509330905781,0.4360538916704597,0.1375
1043,豪1,1464/2800,0.23809999999999998,0.1589,0.3172,0.1045,0.09699999999999999,0.5627,0.3157,0.221,12.344,6662,6009,2.474,0.0959,0.49570000000000003,0.1343,0.0984,2815,7930,7104,0.721,0.27899999999999997,0.18539999999999998,10.060,0.1226,0.2413,0.016,0.6984,0.3982,豪2,1877/3200,5,0.31989999999999996,0.10460000000000001,10583,0.1867,0.3325,0.1674,0.3285,0.0925,1586,955,631,30,10445,0.46009953800923986,0.4355625787484251,0.10450000000000001
285,傑1,468/1200,0.2134,0.16010000000000002,0.33549999999999996,0.0215,0.10859999999999999,0.5065,0.38770000000000004,0.2279,12.334,7174,6132,2.586,0.12279999999999999,0.517,0.13,0.09910000000000001,3251,8423,7142,0.7291,0.2709,0.16870000000000002,10.104,0.113,0.2275,0.017,0.7337,0.3994,傑3,1168/2000,5,0.3204,0.10890000000000001,10505,0.185,0.4361,0.1802,0.2348,0.1201,1531,982,549,-67,2835,0.5521288659793815,0.42657900656044995,0.0215
131,豪2,1338/3200,0.2695,0.134,0.2978,0.040999999999999995,0.09570000000000001,0.5077,0.4227,0.2018,11.638,6123,5249,2.313,0.053399999999999996,0.6022,0.09849999999999999,0.0766,3853,7689,6670,0.865,0.135,0.2482,9.145,0.1058,0.1697,0.0073,0.7226,0.4818,豪2,2706/3200,5,0.3394,0.12240000000000001,11109,0.1484,0.4286,0.1359,0.324,0.09759999999999999,1650,704,947,325,1358,0.4509237847866418,0.5081810760667903,0.040999999999999995
156,豪1,1685/2800,0.252,0.1505,0.33159999999999995,0.0368,0.0968,0.5753,0.376,0.2487,12.527,6927,5959,2.397,0.0897,0.5333,0.0933,0.064,3299,7690,7034,0.8053,0.19469999999999998,0.2133,9.741,0.1173,0.2,0.0027,0.7227,0.4587,豪1,1685/2800,5,0.335,0.1389,10207,0.1542,0.4758,0.1905,0.2928,0.0794,1745,897,849,231,1508,0.5263163095238095,0.43687619047619053,0.0368
1213,豪1,852/2800,0.2412,0.1573,0.32520000000000004,0.09,0.0946,0.5453,0.4354,0.1703,12.260,6503,5924,2.488,0.0956,0.5283,0.12789999999999999,0.0986,3350,8276,6673,0.7935,0.2065,0.19579999999999997,9.633,0.1045,0.22829999999999998,0.014199999999999999,0.7397,0.4736,豪1,2093/2800,5,0.3346,0.1137,10945,0.1386,0.45899999999999996,0.16579999999999998,0.2974,0.0943,1568,932,637,40,12025,0.37300783582089553,0.5368489220563849,0.08999999999999998
538,豪1,41/2800,0.2173,0.1752,0.314,0.0886,0.1007,0.5207999999999999,0.3152,0.205,12.632,7291,5895,2.498,0.1301,0.5135000000000001,0.11810000000000001,0.0837,3625,8951,6497,0.7712,0.2288,0.1907,10.003,0.106,0.2047,0.0084,0.7665000000000001,0.45840000000000003,豪1,2197/2800,6,0.3406,0.0935,11523,0.1382,0.3439,0.1912,0.29460000000000003,0.08349999999999999,1585,1033,552,-42,5245,0.484433962264151,0.4273259088817304,0.0886
100,傑2,881/1400,0.23440000000000003,0.1508,0.32380000000000003,0.1107,0.1076,0.4464,0.31120000000000003,0.19399999999999998,12.340,6394,5815,2.550,0.09,0.5792,0.10890000000000001,0.0891,3597,7703,6845,0.8168000000000001,0.1832,0.2228,9.238,0.10890000000000001,0.1966,0.0248,0.7870999999999999,0.5149,傑2,881/1400,3,0.3846,0.10289999999999999,10904,0.1401,0.3503,0.1698,0.3086,0.0895,1499,877,622,-67,1041,0.47937201365187704,0.40971126279863473,0.1107
729,士3,500/1000,0.2426,0.185,0.3093,0.0191,0.0816,0.6957,0.5414,0.1723,12.235,6393,6313,2.620,0.1331,0.49090000000000006,0.1449,0.1013,3045,8563,6862,0.7656000000000001,0.23440000000000003,0.19949999999999998,9.888,0.1243,0.221,0.0166,0.7126,0.4347,傑3,1805/2000,6,0.3371,0.11,10509,0.135,0.5478999999999999,0.18719999999999998,0.2833,0.0806,1551,1168,383,-128,7329,0.3486482687551526,0.6322284418796373,0.0191
726,傑3,614/2000,0.1848,0.12369999999999999,0.3387,0.12119999999999999,0.1351,0.33770000000000006,0.21559999999999999,0.1925,12.354,7093,5338,2.518,0.0647,0.5136999999999999,0.1303,0.0967,3250,8336,6811,0.815,0.185,0.2256,9.424,0.1233,0.2306,0.0063,0.7442,0.4793,豪1,1400/2800,4,0.3056,0.1013,10881,0.2028,0.2116,0.12140000000000001,0.29469999999999996,0.13699999999999998,1311,660,651,-58,7412,0.5351041666666666,0.34381666666666666,0.12119999999999999
727,傑3,530/2000,0.2345,0.14980000000000002,0.33490000000000003,0.0703,0.09939999999999999,0.5185,0.34020000000000006,0.22329999999999997,12.269,6444,6144,2.520,0.0977,0.5214,0.13369999999999999,0.1056,2921,7818,7522,0.7729,0.2271,0.207,9.563,0.1105,0.21660000000000001,0.0171,0.7635,0.4468,豪1,2329/2800,5,0.31379999999999997,0.1081,10539,0.1993,0.3521,0.155,0.2985,0.1014,1511,920,591,-37,7336,0.49649731343283576,0.43304776119402993,0.0703
1347,傑3,1766/2000,0.2274,0.1492,0.3085,0.1593,0.10439999999999999,0.452,0.3073,0.17190000000000003,12.298,6353,5913,2.520,0.09949999999999999,0.5223,0.1249,0.0966,2963,7727,7370,0.8159000000000001,0.1841,0.218,9.592,0.1124,0.2145,0.009899999999999999,0.7544,0.485,豪1,2437/2800,9,0.3147,0.10300000000000001,10729,0.1438,0.31980000000000003,0.1553,0.3301,0.1011,1445,882,562,-50,13557,0.39482572559366763,0.4460850043975374,0.1593
426,豪1,1536/2800,0.21489999999999998,0.1573,0.3189,0.1416,0.099,0.5141,0.23579999999999998,0.2181,12.529,7510,5942,2.446,0.0986,0.5421,0.1384,0.09480000000000001,3506,8655,7485,0.7497,0.2503,0.1747,10.337,0.10220000000000001,0.2141,0.0149,0.7720999999999999,0.49950000000000006,豪1,1805/2800,5,0.31829999999999997,0.1025,11069,0.192,0.2482,0.1655,0.2808,0.1232,1614,934,679,35,4305,0.5501722196370405,0.3081090739879014,0.1416
1940,傑2,553/1400,0.19510000000000002,0.105,0.3186,0.1065,0.1366,0.3125,0.32130000000000003,0.1502,11.948,6697,5850,2.521,0.0696,0.5345,0.1265,0.09570000000000001,3426,8440,7398,0.8046,0.1954,0.22690000000000002,8.997,0.1104,0.1822,0.015700000000000002,0.7445999999999999,0.46009999999999995,豪2,1865/3200,7,0.3331,0.0955,10647,0.18100000000000002,0.36829999999999996,0.1204,0.2925,0.1277,1306,614,692,-16,19887,0.411491030240902,0.4817029728344438,0.1065
750,傑2,185/1400,0.22440000000000002,0.15410000000000001,0.32289999999999996,0.1413,0.1075,0.42590000000000006,0.2919,0.1945,12.293,6368,6177,2.603,0.10800000000000001,0.5215,0.1311,0.1065,2897,7622,6822,0.8491,0.1509,0.2321,9.347,0.1065,0.2003,0.0075,0.7003,0.39390000000000003,傑3,1382/2000,5,0.3403,0.11380000000000001,10580,0.1654,0.29109999999999997,0.1537,0.3129,0.1082,1429,952,477,-155,7534,0.4520131461675579,0.4070209893048128,0.1413
367,傑3,141/2000,0.2095,0.1387,0.3177,0.0924,0.10800000000000001,0.4275,0.282,0.2109,12.330,6667,5922,2.540,0.09539999999999998,0.5119,0.1371,0.0956,2811,7808,7508,0.8138,0.1862,0.20379999999999998,9.623,0.1069,0.1941,0.005,0.7761,0.41259999999999997,傑3,1576/2000,7,0.2973,0.09910000000000001,10184,0.2084,0.3155,0.1552,0.2916,0.10439999999999999,1397,822,576,-84,3770,0.5153208114558473,0.39251169451073986,0.0924
233,傑2,1033/1400,0.20309999999999997,0.12560000000000002,0.3258,0.1856,0.1252,0.311,0.322,0.1185,12.225,6299,5641,2.609,0.051500000000000004,0.5689,0.1201,0.0989,3894,8281,5715,0.8905,0.10949999999999999,0.2191,9.023,0.106,0.1925,0.0034999999999999996,0.7986,0.523,傑3,1000/2000,5,0.2919,0.10210000000000001,11870,0.1133,0.3333,0.13,0.3043,0.1144,1279,709,571,-81,2388,0.3319283604135894,0.4824451009354999,0.1856
1886,傑3,1315/2000,0.2544,0.16,0.3129,0.061500000000000006,0.092,0.583,0.5173,0.1696,12.199,5797,5957,2.520,0.0864,0.5174,0.13269999999999998,0.1038,2816,7691,7440,0.7635,0.2365,0.2101,9.438,0.1109,0.22699999999999998,0.006500000000000001,0.6467,0.3832,豪1,2045/2800,6,0.3057,0.1094,10829,0.1406,0.5207999999999999,0.1611,0.2919,0.10039999999999999,1475,953,521,-28,18970,0.3449333333333333,0.5935529481132076,0.0615
404,豪2,1135/3200,0.2114,0.12390000000000001,0.344,0.0803,0.114,0.4106,0.2995,0.19519999999999998,12.236,6725,5346,2.475,0.0446,0.5379,0.1354,0.0981,3373,8134,6262,0.8161,0.1839,0.2248,9.397,0.1093,0.1848,0.0174,0.7665000000000001,0.4832,豪2,2620/3200,4,0.321,0.1097,11198,0.2133,0.3268,0.1352,0.2988,0.1012,1422,662,760,68,4124,0.4966796594134342,0.42332355723746445,0.0803
323,傑1,636/1200,0.2572,0.1577,0.3036,0.2192,0.08289999999999999,0.5309,0.4593,0.10550000000000001,11.941,5263,5765,2.622,0.0836,0.5657,0.1371,0.1229,2815,6958,7235,0.9370999999999999,0.0629,0.2571,8.292,0.0971,0.1616,0.005699999999999999,0.7256999999999999,0.4657,傑3,1360/2000,5,0.2879,0.1216,10577,0.09179999999999999,0.4876,0.1674,0.3073,0.0906,1354,909,444,-129,3316,0.2320425738724728,0.5487670684292381,0.2192
1085,聖2,609/6000,0.2348,0.12029999999999999,0.2974,0.1868,0.1067,0.4125,0.2697,0.1779,12.361,6703,5570,2.314,0.0571,0.5389,0.11359999999999999,0.0833,3228,7804,6974,0.7636,0.2364,0.203,9.649,0.09699999999999999,0.2521,0.0076,0.8151999999999999,0.5343,聖2,3342/6000,6,0.31120000000000003,0.1061,10777,0.168,0.3025,0.135,0.3525,0.1003,1574,670,904,244,11129,0.4083062606473596,0.4048945911413969,0.1868
533,傑3,852/2000,0.24,0.1333,0.34490000000000004,0.106,0.10880000000000001,0.48979999999999996,0.3271,0.1932,12.238,6465,5534,2.317,0.0582,0.5573,0.1155,0.07440000000000001,3586,8219,7329,0.7844,0.21559999999999999,0.19079999999999997,9.710,0.1069,0.22089999999999999,0.0076,0.7881999999999999,0.4943,豪3,2466/3600,6,0.3151,0.09849999999999999,10360,0.1674,0.325,0.1325,0.32689999999999997,0.1105,1552,738,814,254,5424,0.4486265,0.4455374583333333,0.106
279,士3,500/1000,0.218,0.1757,0.29719999999999996,0.0246,0.0981,0.6241,0.49,0.1979,12.296,6644,6153,2.634,0.1326,0.4647,0.1266,0.1013,2705,8042,6740,0.7595000000000001,0.24050000000000002,0.2152,9.644,0.1392,0.2023,0.0108,0.642,0.3689,傑3,1259/2000,4,0.4202,0.1058,10863,0.1426,0.5275,0.1892,0.2462,0.1008,1448,1081,367,-245,2794,0.4218538073394495,0.5533853211009174,0.0246
224,豪1,2094/2800,0.2285,0.1085,0.3212,0.1673,0.1261,0.4077,0.2671,0.1714,12.418,6991,5259,2.286,0.0446,0.5949,0.11789999999999999,0.09230000000000001,4274,8656,6767,0.8820999999999999,0.11789999999999999,0.21539999999999998,9.468,0.1128,0.2328,0.0103,0.8590000000000001,0.6,豪3,2551/3600,6,0.2974,0.1167,10975,0.1862,0.2915,0.1184,0.3306,0.1316,1597,571,1026,370,2276,0.4462400875273523,0.38644752735229765,0.1673
191,傑3,1159/2000,0.2473,0.1427,0.325,0.1167,0.0989,0.526,0.3663,0.1834,12.157,7009,5645,2.283,0.0576,0.5281,0.1545,0.1039,3393,8425,6275,0.8034,0.1966,0.1938,9.680,0.132,0.1968,0.0169,0.736,0.5112,豪1,2578/2800,4,0.37229999999999996,0.1217,10418,0.1986,0.3538,0.1378,0.3319,0.0731,1733,806,928,338,1941,0.39164391427416095,0.4916092600080873,0.1167
591,豪2,159/3200,0.2243,0.13699999999999998,0.3196,0.0951,0.0999,0.4303,0.2638,0.21960000000000002,12.339,6631,5786,2.497,0.08800000000000001,0.5283,0.11470000000000001,0.08560000000000001,3113,7733,6782,0.7928000000000001,0.2072,0.2118,9.866,0.0917,0.2084,0.0084,0.7989,0.4878,豪2,1667/3200,4,0.3357,0.10460000000000001,10312,0.1838,0.315,0.1636,0.3297,0.084,1488,793,695,38,5955,0.5172299598751672,0.38776130182790897,0.0951
628,豪2,1734/3200,0.2353,0.1368,0.3041,0.1025,0.10679999999999999,0.4235,0.3408,0.1931,12.200,6435,5786,2.381,0.086,0.5316,0.12240000000000001,0.09609999999999999,3260,7994,6913,0.8406,0.1594,0.2145,9.650,0.1159,0.19940000000000002,0.009899999999999999,0.7001000000000001,0.4215,豪2,1943/3200,5,0.3555,0.1069,10858,0.1729,0.3654,0.1466,0.3184,0.1206,1514,791,723,99,6303,0.4362599235019124,0.46115903102422434,0.1025
727,傑3,1807/2000,0.1875,0.11699999999999999,0.33409999999999995,0.1249,0.1306,0.3452,0.2601,0.1675,12.309,6860,5684,2.554,0.0784,0.5122,0.1309,0.0992,3127,8188,7152,0.7602,0.2398,0.18460000000000001,10.131,0.1374,0.23170000000000002,0.030899999999999997,0.7854000000000001,0.45039999999999997,傑3,1923/2000,4,0.3079,0.0904,10840,0.18739999999999998,0.3015,0.1356,0.301,0.12300000000000001,1287,665,622,-92,7343,0.4575653333333334,0.41754719999999995,0.12489999999999998
753,豪1,1051/2800,0.26,0.1642,0.3218,0.07730000000000001,0.0866,0.6855,0.3518,0.23600000000000002,12.191,5973,6046,2.506,0.0876,0.5238,0.11259999999999999,0.08070000000000001,2871,7350,7046,0.7820999999999999,0.21789999999999998,0.228,9.530,0.1081,0.1957,0.0017000000000000001,0.6873999999999999,0.423,豪1,1608/2800,6,0.3187,0.1167,10733,0.1618,0.38409999999999994,0.1793,0.3307,0.08460000000000001,1553,993,560,10,7565,0.47544923076923085,0.44746253846153844,0.07730000000000001
266,豪1,1403/2800,0.2403,0.1674,0.3361,0.044000000000000004,0.0984,0.5936,0.39549999999999996,0.23399999999999999,12.223,7123,6308,2.440,0.1015,0.5276,0.139,0.11560000000000001,3194,8216,7173,0.8023,0.1977,0.2211,9.539,0.1106,0.16190000000000002,0.011699999999999999,0.66,0.4238,豪1,1832/2800,6,0.3143,0.0998,10841,0.19440000000000002,0.4215,0.1784,0.2686,0.111,1712,1056,656,96,2551,0.5137677902621721,0.4420778193924261,0.044000000000000004
316,士3,500/1000,0.21530000000000002,0.19039999999999999,0.3419,0.0745,0.0913,0.6057,0.5118,0.1446,12.594,6969,6130,2.604,0.1329,0.5068,0.129,0.1018,3357,8850,7523,0.767,0.233,0.21489999999999998,9.627,0.1267,0.2009,0.0113,0.6945999999999999,0.37329999999999997,傑2,894/1400,7,0.33039999999999997,0.1117,10942,0.09789999999999999,0.5412,0.2014,0.2462,0.0978,1501,1167,333,-204,3056,0.3403775197398978,0.5852538783093358,0.0745
348,傑3,1294/2000,0.22260000000000002,0.1306,0.3136,0.0516,0.11410000000000001,0.4644,0.2857,0.24109999999999998,12.014,6612,5710,2.445,0.0661,0.4802,0.14300000000000002,0.114,2646,7981,7133,0.8116,0.1884,0.22440000000000002,9.665,0.13019999999999998,0.2034,0.009300000000000001,0.6796,0.4158,豪1,1444/2800,4,0.3414,0.1143,10700,0.2639,0.2961,0.1354,0.3337,0.0981,1472,746,726,72,3567,0.5201088050314465,0.4282933063791554,0.05160000000000001
204,傑2,564/1400,0.1833,0.113,0.32280000000000003,0.1058,0.1319,0.2426,0.2934,0.16829999999999998,12.749,7526,5545,2.534,0.053899999999999997,0.5245000000000001,0.1297,0.0951,3758,9164,6809,0.8329000000000001,0.1671,0.2248,9.875,0.098,0.2473,0.0202,0.8098000000000001,0.5159,傑3,1113/2000,4,0.3626,0.10039999999999999,10496,0.1931,0.3519,0.1355,0.2579,0.1074,1380,627,753,-11,2062,0.4815785597381343,0.41280883797054024,0.1058
290,豪1,501/2800,0.2377,0.147,0.28,0.09570000000000001,0.109,0.4891,0.36810000000000004,0.19079999999999997,12.150,6292,5976,2.472,0.0793,0.516,0.1423,0.1014,3136,8136,6705,0.7883,0.21170000000000003,0.2082,9.635,0.1263,0.1931,0.0089,0.7544,0.5036,豪1,1478/2800,7,0.36210000000000003,0.0832,11292,0.1848,0.3834,0.1531,0.3164,0.1052,1495,879,617,16,2945,0.4141893142616744,0.4899740849810687,0.09570000000000001
1147,傑3,1436/2000,0.2766,0.1753,0.3119,0.027999999999999997,0.0808,0.7295,0.5752,0.18760000000000002,12.231,5989,6192,2.462,0.0898,0.5007,0.1358,0.0968,2793,7736,6644,0.8031,0.19690000000000002,0.218,9.220,0.11380000000000001,0.2218,0.0147,0.6555,0.4291,豪1,1866/2800,6,0.31989999999999996,0.10869999999999999,10605,0.14529999999999998,0.594,0.18109999999999998,0.3041,0.0814,1656,1086,571,76,11618,0.3395926247288503,0.6323872740419377,0.027999999999999997
214,豪1,1866/2800,0.2274,0.14859999999999998,0.3074,0.18239999999999998,0.1011,0.5161,0.2987,0.1678,12.111,7202,5576,2.346,0.0701,0.5444,0.15560000000000002,0.0917,3562,8547,6232,0.7861,0.2139,0.16390000000000002,9.819,0.0917,0.2704,0.005600000000000001,0.8139,0.55,豪1,2214/2800,5,0.33159999999999995,0.0886,11662,0.17550000000000002,0.3386,0.1685,0.31670000000000004,0.1264,1638,829,809,217,2146,0.40171644678979773,0.4159995162708884,0.18239999999999998
248,傑3,55/2000,0.23329999999999998,0.1426,0.2894,0.1096,0.1063,0.46240000000000003,0.2825,0.2034,12.217,6445,6006,2.504,0.125,0.5265,0.15130000000000002,0.12179999999999999,2700,7403,6970,0.8212,0.1788,0.20629999999999998,9.418,0.10220000000000001,0.2052,0.0138,0.7889,0.4919,豪1,2042/2800,4,0.34700000000000003,0.11,10567,0.2157,0.3025,0.1528,0.3564,0.0962,1504,857,647,33,2503,0.4590231461637377,0.43156022288898416,0.1096
